N4kbBV1DswA_000030,airplane flyby
E-9Upd8-F2c_000479,cap gun shooting
nM1T6TlSr3o_000186,mouse clicking
07yjBHbzzh0_000020,skidding
8XeUIsss1CU_000030,wind noise
1b_Uv5L-mUQ_000097,dog growling
Htn21DcM4ls_000101,goat bleating
UuJwtJBJ7oU_000058,playing congas
HtrVJgVa7F8_000058,ripping paper
NtRPYpklhiA_000138,owl hooting
kkYHsJEvwUY_000030,"vehicle horn, car horn, honking"
ZrwmLw8-dG4_000007,car engine knocking
mKn9zqGpsuc_000030,playing flute
u5CjiyXNobs_000050,people crowd
1CHowKBwGGs_000400,playing trumpet
nGqXhkl7Z8U_000070,playing banjo
TPf8pPMXfQw_000000,elephant trumpeting
2S3bd7jBX0Q_000010,police car (siren)
SMzqiVdkooM_000030,playing vibraphone
UrYpdQefLtY_000010,missile launch
LoVvrLPX4eQ_000001,playing ukulele
dcLO2Wdfck0_000203,people booing
tdKLEqZFEzo_000052,people slapping
BEMzPhmp8rY_000015,people marching
X9uYrEdzT8Q_000030,dog bow-wow
NE_wHDrIL_I_000030,driving buses
4Grg9E7u8Kc_000030,male singing
QJ2fWnB4U64_000020,playing saxophone
tSn3S3N0C9I_000257,strike lighter
tODBMIYMfxc_000207,singing bowl
t9bRJo58Ukc_000010,dog bow-wow
9YSP02Ajvp8_000006,telephone bell ringing
gvAv3qi1fiA_000112,waterfall burbling
7aCFrGvFs4M_000061,woodpecker pecking tree
moL6N4ss6VA_000003,elk bugling
olvd_cwz2pE_000284,playing volleyball
ZelgCbqdSJM_000001,roller coaster running
AGIqbtpTMaU_000005,horse clip-clop
OU3ZCaYFlpM_000070,snake hissing
r36qcO__P4o_000323,spraying water
d-e0RHGB8Ck_000020,"subway, metro, underground"
-ydhFFApMV4_000053,shot football
qAhLl0NkrRE_000072,train whistling
FNZZ776f-0I_000107,playing bass drum
DJUreQlLnE0_000026,arc welding
sqcgsDa1vNw_000232,"playing steel guitar, slide guitar"
R9fHrVUloq0_000129,hedge trimmer running
cFiwWgMXnaE_000030,playing accordion
3PjWmulIn0E_000005,planing timber
Orh3TsX1Gp8_000030,sailing
NVoOybtVL-A_000290,people whispering
BnT3nOkgJ7Q_000336,bouncing on trampoline
Qsr-i2GZb1g_000071,whale calling
jSK6VLmbMKw_000020,canary calling
VE80RNWuSxs_000140,goat bleating
RcmlVWzW-xQ_000030,playing harpsichord
xVwAhoSCD1w_000048,beat boxing
Z6Wwr0sVQtU_000030,"pigeon, dove cooing"
T3Zgc7U_WF4_000024,hammering nails
admUg-BomeI_000054,lions roaring
INTuFkKRupI_000077,people eating crisps
JIdUC1zZb9M_000060,"rowboat, canoe, kayak rowing"
mzOtmoqTB9A_000210,owl hooting
GbbELbH8lzA_000032,playing flute
zmJt2rhq19M_000030,people crowd
Ye1N7RGcwZI_000010,baby laughter
VU9W8Y1E5u4_000030,bouncing on trampoline
L0ABiw5uYuY_000201,singing bowl
jpfv4tSxZ8o_000196,tractor digging
lIZAoZ7K3Ww_000050,playing piano
U9edJjF945c_000110,opening or closing drawers
Syxz05Q7Irc_000130,opening or closing drawers
f2_jtxjbMY8_000052,owl hooting
zVU3b91aAGo_000152,bowling impact
IGuhcXoT2ls_000804,playing darts
D0Sbs3EW0nA_000261,popping popcorn
MIxsGKpk5s0_000038,"electric shaver, electric razor shaving"
UAWtMUc1yYA_000030,goose honking
Zj6HKGGeJpY_000026,people eating
D9iHByV3LfE_000011,tap dancing
wJN7JP_3ORw_000187,playing bassoon
wO3KxZ_qzwQ_000230,playing saxophone
aDW4j4OobpM_000633,planing timber
_6GwKOIm8Ms_000035,telephone bell ringing
QH5ZtCI9Hts_000125,chopping wood
gwwUsNY3ckw_000020,lions growling
0f4vjA3OTtI_000060,basketball bounce
9GNe9_gjj6g_000010,"bee, wasp, etc. buzzing"
URMrgc1h0dg_000212,people marching
higFVEW_e8k_000136,slot machine
8PAopfvURIc_000010,raining
itBivMiYlhM_000030,people sniggering
59tBJ-fSRfA_000030,female singing
Brh4TWNKhwY_000380,tap dancing
9LRUc-SFsuk_000422,driving snowmobile
-jFHr-IveOw_000030,playing acoustic guitar
0hO-eSHmIZI_000016,"ice cream truck, ice cream van"
fX6S7ZHr800_000007,"heart sounds, heartbeat"
0Es7Gqf1aqc_000020,machine gun shooting
73opnUEv0Eg_000488,people slurping
EApOHnQEP5g_000154,playing mandolin
flxVxjItg9U_000009,yodelling
x5-4RX8hP9k_000010,people screaming
bDWIJ0_2Dqk_000000,"ice cream truck, ice cream van"
qwa_QJD4UcU_000236,playing table tennis
kISSMQKx5Mw_000070,playing tuning fork
MynijIKvtMw_000302,playing didgeridoo
LUrgJmID9Ks_000032,people sneezing
lmXjhJAJkyY_000030,playing harp
N3HZ8W0fXKE_000121,lions roaring
8wgagFmfidc_000007,playing theremin
wnPiYl251Ig_000097,playing bassoon
31UGeSIvyuw_000010,vacuum cleaner cleaning floors
AKJsmSmtp38_000057,bouncing on trampoline
-91W9Tp2x2w_000207,hammering nails
JKxdjXEI9Wc_000015,eagle screaming
zPhXmf1woXk_000000,printer printing
DpJn0gNpfbs_000019,tapping guitar
Hte37mQzkKE_000001,ambulance siren
5Is95wTK9mM_000343,opening or closing drawers
2Md9heJimbM_000033,golf driving
fkIJhnb9uuU_000049,people giggling
rNPbB-wAmHQ_000749,people eating crisps
X4vvJSTF-10_000054,playing bongo
J6ShfSYKo_w_000009,"vehicle horn, car horn, honking"
fvCOJvA_Yng_000003,lions roaring
x8ehbPDYmP8_000017,metronome
t0CZHs3fysM_001412,fire crackling
yFbk5x8Q08w_000063,rope skipping
DHEUiHo0V_Q_000234,dinosaurs bellowing
y1qxOBzsDec_000016,playing table tennis
G3NNd47kypU_000010,"bird chirping, tweeting"
HCWyDePS_G4_000047,planing timber
T3ytWGLzoMk_000380,skateboarding
qtfGVFQVVPU_000030,playing cello
S2rKxmIlV4I_000090,opening or closing drawers
yIYzyZzDnK8_000017,lions roaring
T1AOeIXiTjI_000101,splashing water
Hy6SBVz1Nl0_000030,"female speech, woman speaking"
AbGbUPm2W_Y_000013,"playing steel guitar, slide guitar"
97RvBs8tmrA_000012,people battle cry
TMpicXTzhYg_000164,playing clarinet
PniqNWep-n0_000026,car engine knocking
Kl2BgvZNcq4_000014,rope skipping
UxOSSoMg7eA_000030,playing hammond organ
niVtqfF2Zm8_000100,basketball bounce
qiw2I1oQIVQ_000073,playing snare drum
UVnEWlumY6Y_000000,helicopter
wuAcPWyHMXo_000008,lions roaring
qM1pQGzpn8A_000347,canary calling
4GNbORQq2iY_000030,male singing
srfWz9DzSvg_000030,"pigeon, dove cooing"
karRUtjQ02M_000030,playing double bass
kFkZxpki5wE_000006,"vehicle horn, car horn, honking"
BK3kJ-hV0SY_000190,playing theremin
kAX58DvTrXY_000323,people eating crisps
TjKdf9NJl4c_000014,"playing steel guitar, slide guitar"
1bq8db5yJ8c_000013,horse neighing
TaYiqiSD_HA_000218,skiing
TO-4wORxxmI_000000,people sneezing
mAjzyC86fGs_000060,playing banjo
IO-CvadXPWw_000040,printer printing
leYVQgg7gso_000120,lawn mowing
e9uh31kwVaE_000996,"heart sounds, heartbeat"
WEsAjfbZHPc_000060,playing saxophone
MH9L55k7wF0_000146,rapping
hTOuy3Ce8Mg_000030,driving buses
ybAyrAF4Y1E_000020,machine gun shooting
bf_FG3fopxA_000146,playing erhu
M8CTQjgZtaY_000060,people sneezing
408ZIJZv0VQ_000042,people marching
2tF8E3WGxkk_000380,playing cello
g7EoGcuGBKE_000020,francolin calling
YpjdzElpKC4_000101,spraying water
vqPfKGUR0EY_000102,train whistling
EM8GPWL_x54_000065,playing badminton
ze1EmynWvcM_000080,people whispering
4210qqkTJFo_000030,"playing violin, fiddle"
MIx_gbyG5CM_000006,volcano explosion
5uDB8xx4EFo_000060,orchestra
wd4OBVymbhE_000013,sliding door
hNeFQ25Rf3o_000025,tractor digging
zpCO7eSI9Q8_000190,playing flute
CCViGW1PoEI_000080,people burping
T3sh7r3V0CQ_000023,people whistling
mablINxg3zE_000030,wind noise
x-OP0C8GSuE_000647,planing timber
ycN30BUfzeo_000070,playing clarinet
MGHr3iP1o-E_000338,cap gun shooting
9wj6YPKfNec_000030,lawn mowing
OkW-8Ea4DmQ_000133,playing volleyball
SL3wB5sDcdw_000350,wind rustling leaves
PLaTWbWTc3Y_000018,playing ukulele
67AE9ZKvECs_000260,"bird chirping, tweeting"
WgbO9VBNwTg_000021,dog howling
tUkVTG_vCk8_000095,smoke detector beeping
sMw7oSmCwek_000010,playing bass guitar
hZnunrJSaaA_000020,turkey gobbling
4Oo_c5hTL4c_000033,playing tympani
htnuMNtM9d4_000034,dog howling
tlM10lK4kas_000003,pheasant crowing
GT0IjWDpmt8_000017,frog croaking
p_070vlCOOQ_000020,playing cello
KM9OozGbqao_000491,slot machine
HOsw5Ly21MA_000000,civil defense siren
BEM7xyO4BlI_000130,eating with cutlery
0-A-OGz9-Q4_000067,lathe spinning
8uAkaUShxxc_000076,playing vibraphone
Map8EOl5fbk_000061,playing badminton
8WkA4ra6Lv4_000095,train horning
YVdgGWu9mWE_000020,goose honking
CxH20aJ_EIQ_000317,cupboard opening or closing
Y9MwFxeC7jo_000030,playing acoustic guitar
Mu-M4LWTqM0_000036,"vehicle horn, car horn, honking"
2ae8qWdVbFI_000044,train horning
l_V3kfGa7zE_000359,fire crackling
sGIaeb6DfJA_000186,"playing steel guitar, slide guitar"
VG9t1uQXWk4_000051,playing bassoon
bplrGn8F-OQ_000400,"playing marimba, xylophone"
-16xdxkRgXY_000012,people battle cry
9pF513jxk1c_000072,opening or closing drawers
b-7imojxMHk_000305,playing bassoon
xrtS9C3RERY_000001,baby laughter
XdzMvBJG4UA_000122,people marching
_h5GPk81CCc_000076,missile launch
n6bp_dCYsjw_000040,arc welding
KZGkGKq00FY_000122,playing theremin
f3SjOePVhcY_000122,playing cornet
ZJJyKDyGIjc_000189,playing zither
j-vCBEbIXZM_000022,sailing
n94OKwTsNGk_000030,pheasant crowing
q11tTfvi_8A_000016,people booing
KH1IePMV6sc_000058,playing electronic organ
DLp0eqrHUe4_000030,"female speech, woman speaking"
HJR7Kyen6ks_000021,"pigeon, dove cooing"
w0BcjtWYMDc_000181,bull bellowing
GxHWp1A_ABg_000221,"alligators, crocodiles hissing"
4E4jEOX7NT0_000125,driving snowmobile
cNlUxI1YE6Y_000057,playing gong
Z5a6YMEN2Ow_000060,sailing
cgydX42UE14_000106,vacuum cleaner cleaning floors
SZ7tgMo-QUY_000010,thunder
HiNx-R9hCYA_000030,"race car, auto racing"
UMHEovhFpSk_000253,playing harp
1i0EtLJi4FQ_000029,missile launch
pMOKEMs9Koo_000144,bull bellowing
ueXAtuZS4Oo_000010,turkey gobbling
kyjn0yAktSM_000030,playing trombone
87-ZrpDyRHE_000210,cat hissing
nP6_SnF2GZ8_000084,wood thrush calling
K0n0AAv2HDg_000030,driving buses
-xIQ2G2zWfc_000380,playing piano
ouShjR2aFn0_000020,fireworks banging
8TZcN7vYW8E_000030,"playing violin, fiddle"
kADNci-RGRo_000426,machine gun shooting
PfMJtjUZjZw_000430,church bell ringing
zDm9J5AU8Pg_000036,playing badminton
qMcDbKF5Hjw_000310,lions growling
rjleL6j-Ny8_000174,child singing
0XFRebY8PQs_000040,splashing water
H-maqeP2ECQ_000090,chicken crowing
dAt8x314CB0_000030,"rowboat, canoe, kayak rowing"
R-M1a5si0iA_000035,baby babbling
lxwmrbfrhOo_001547,playing hockey
REH6tdcCwRg_000511,"heart sounds, heartbeat"
B0hCbeNEjTQ_000077,rope skipping
5ja478HP1sY_000293,playing steelpan
RdJNkb5QK5g_000334,"subway, metro, underground"
sGo9mwY6cqk_000000,playing piano
i0KVcQPMY6Y_000160,male singing
M8yyaWwIfQs_000086,lions roaring
EgC648Jfu-Y_000050,people sniggering
hnJDnbFHpAU_000250,"bird chirping, tweeting"
TVooep1grBI_000130,people coughing
cGQxYk4Anxw_000090,driving motorcycle
koTbsmbqyxo_000103,people booing
A7ZU_mv-v2A_000301,arc welding
Rb38rF9eEzo_000024,baby laughter
CjyYeFbU3ak_000130,playing cymbal
uwOdmp61Bt4_000120,playing harpsichord
VU9rIZCPbKM_000560,"playing marimba, xylophone"
uXPoALldH4I_000312,"electric shaver, electric razor shaving"
fNy394ucW-s_000290,playing bass guitar
BRK__gCrups_000005,sliding door
UTyBh-cH4Z4_000054,lions roaring
7LWjvDYrWb0_000332,tapping guitar
RAVLghRYC-Q_000182,playing erhu
kwk5OmuxI0I_000000,ambulance siren
10VwxCOt4UE_000148,baby laughter
5OpofS7t6rc_000030,baby crying
-NbGhE9wWbU_000002,playing oboe
jZ7RfhqWDLo_000017,playing squash
YkOg7ofnNyI_000014,fireworks banging
Cli0b8czHOs_000029,playing harpsichord
xe8f9x8nU2I_000003,playing glockenspiel
xEBDEcN-m6k_000010,ocean burbling
2S1_6iv-doc_000007,underwater bubbling
u2dOM689lkE_000030,playing cello
hXdqNm841xs_000010,goat bleating
OQiQVlfsv_Q_000230,train horning
sIaT8Jl2zpI_000213,female singing
mUiFgqrhPsQ_000078,cricket chirping
Qm3y0wQstfw_000071,lathe spinning
vnLoDYCSI-8_000030,playing bagpipes
f8X9CRdUouY_000030,people babbling
P3ZsHcaaIz4_000124,people shuffling
Ds26AMh9rFo_000076,car engine knocking
lunZW0eYFps_000000,francolin calling
kXqgJd-Bhxw_000030,people whistling
Ym9tVLoHVQg_000143,car engine knocking
_9w8K4rXh_Y_000332,skiing
INSN0-akIKc_000030,horse clip-clop
AB3YleyASmY_000030,playing banjo
YoYN_I6W6J4_000010,singing bowl
DiMaPi6tHWg_000028,playing bagpipes
Iy3HFCppLoY_000069,tap dancing
BltEWaYNXzU_000019,opening or closing drawers
WKaH-cucvDo_000430,people eating apple
dCIcvZnma8o_000030,people whistling
A1fPNYE3TU4_000046,tractor digging
UsqF7K6IXw0_000010,playing cymbal
mR6LK2grKiA_000011,dinosaurs bellowing
Q52K5R3ITXY_000030,playing flute
-yV5QOWWIeE_000094,chainsawing trees
AJjLJe2YgrY_000540,splashing water
5ZmtAhiB_NI_000000,missile launch
4j-_8M8qWk0_000039,airplane flyby
gC3cb64cNHc_000039,horse clip-clop
YGvEATLpJZw_000016,"rowboat, canoe, kayak rowing"
IxucaHUazUg_000034,playing table tennis
FkUW1SUMZxc_000250,playing bagpipes
Yara6PqLeLw_000312,roller coaster running
y7aShL63eYw_000035,people cheering
XM8WGERMxAI_000015,underwater bubbling
-4f9PIOK2_I_000059,woodpecker pecking tree
-RpFZoj3BzY_000103,bouncing on trampoline
nVz-pqYlsJ8_000000,fireworks banging
BG23o0x_Qeg_000013,playing glockenspiel
bSdYRkePJMI_000166,playing bassoon
9IreF7r3Jio_000050,people farting
Ygha8plvfik_000202,playing tennis
eMYUvkXgujw_000146,playing sitar
G08xRUmPvKw_000064,car engine knocking
pGw6gO8dlTk_000008,hail
GLM4tGkPblM_000014,"alligators, crocodiles hissing"
WRQKUukPa7k_000085,civil defense siren
DhOAhXM_GVU_000460,people slurping
YEl-0huCAOA_000011,airplane flyby
SPyyUMPdkCA_000018,crow cawing
35LxNoDl2-k_000030,"motorboat, speedboat acceleration"
4MvcMyiJ-PA_000067,playing guiro
o5saIeCXW4g_000040,playing hammond organ
i_RBnnsCI3c_000004,arc welding
N0-2-oSaiUI_000063,firing muskets
Me0_rzOpr-c_000052,baby crying
01_ZssoHSyE_000022,coyote howling
qm0T7UFqoHY_000106,playing electronic organ
TCGIUFnJwDo_000046,male singing
Eo4-qUcBmiw_000238,driving snowmobile
-39sHTky_6o_000125,playing ukulele
DxsDPJS3lXY_000080,fireworks banging
jNER2QYlLBo_000164,playing flute
Ei95Wwkh1GE_000025,sheep bleating
JJpGjczZNxM_000042,crow cawing
wWeE0Ojjewo_000010,dog bow-wow
ppFKN3RmM-g_000063,people booing
2RyEQrU9dJ4_000030,people sniggering
WWjpHcPzHgc_000001,fox barking
99Xe1IkwSEA_000004,playing harpsichord
KcO-TMFCmRI_000100,playing volleyball
E8Y5XC9jNkY_000215,parrot talking
qKberZeLhpI_000010,toilet flushing
xr9CFwpND04_000042,"ice cream truck, ice cream van"
lkZ-xdJ2giM_000042,hammering nails
fv1L8YnoQH8_000028,chimpanzee pant-hooting
cwQY1bck2G8_000070,playing bagpipes
G40XFJ5YKXs_000216,police radio chatter
2DfZ21h3rM4_000003,cat meowing
ihjplPk65Tc_000010,people whispering
wOYLWY6UCu8_000262,playing ukulele
wW-u4LNBAKA_000018,children shouting
K_d03enuZCc_000076,wind rustling leaves
lPVyde5SLJc_000007,running electric fan
X_Pvi82_6NI_000443,magpie calling
5Wui4id3Vj8_000199,ice cracking
5AH7tbVQqsw_000006,"motorboat, speedboat acceleration"
iTxbvNfKc3E_000030,playing bongo
BKkBDoA1lF8_000010,playing hammond organ
tn2hKU_70aA_000064,playing bongo
wqJRCkuNCgA_000100,playing clarinet
5ogQ88sOAkA_000108,playing trumpet
UjTYiJ0dm8s_000002,"vehicle horn, car horn, honking"
_hwjTpeed20_000140,basketball bounce
hGI-ATaTVVo_000000,"race car, auto racing"
OIt5dgoWcPo_000130,playing hammond organ
wzdeNnPJB8U_000033,people cheering
45n7zg6Q11M_000060,church bell ringing
cSe3CufYx50_000064,francolin calling
4JtepugY77I_000296,playing saxophone
T7gLkFk7VCc_000030,duck quacking
MM1e5JFxBi8_000187,playing table tennis
VUHvn2Yu7OE_000151,playing glockenspiel
5mTKkuJi4Wc_000062,people marching
LtieycHnxaI_000080,playing electronic organ
6JW4m19Vsrk_000030,"engine accelerating, revving, vroom"
NPU-FksXFw0_000322,"subway, metro, underground"
L7p-87EzwMY_000071,civil defense siren
sjiyEais66Q_000010,lawn mowing
gMfSiuud51Y_000065,fire crackling
JgPwgI9hBk4_000059,train whistling
n5JOzxJFnbk_000145,arc welding
2pZ2pJ71Lzw_000516,chimpanzee pant-hooting
gCxLG4hinNw_000025,playing bagpipes
45SD_kavV3s_000038,machine gun shooting
r7L2ChM_3p4_000147,skiing
RNHgQNpT0iY_000104,singing choir
ahS83ee8khM_000084,coyote howling
CTHLav0r8kg_000023,baby laughter
rlKflLrxDeA_000060,"subway, metro, underground"
TuyWe8llKow_000119,playing didgeridoo
9Q2CqsElc1I_000006,people hiccup
pLQpeUxmhrE_000052,basketball bounce
Iuy5vd_7S2I_000240,male singing
WCQKyq29aPc_000159,train wheels squealing
J22dc8dSV08_000013,elk bugling
2MXcXNfIgPo_000010,using sewing machines
Ba0HBrORXe0_000030,baby laughter
7DE7lxLoBT8_000083,electric grinder grinding
JEvg5rezWgc_000043,playing mandolin
L8PomH-k9TE_000030,playing drum kit
GhuGXLtAkDI_000020,playing acoustic guitar
Sc-Nrze92ps_000030,lions roaring
NaRUm8guI84_000015,playing bongo
W6vIIBijmoA_000227,golf driving
4N-n2vkclb0_000030,female singing
_dR8_cQ2Cy8_000150,playing harp
hHfxDC2AlHQ_000030,chainsawing trees
SzDHnEiRDFw_000062,pheasant crowing
_zHfKAV4WYU_000237,machine gun shooting
kHDLMYOr5x4_000060,"subway, metro, underground"
qLHs_tmzKRE_000193,playing erhu
AeV_qFWshzw_000109,playing badminton
fRpywpA28dk_000237,playing sitar
73CP5oEYaCw_000050,hammering nails
iaCFiSWBEYo_000262,cell phone buzzing
QvFrSQgezvw_000155,playing badminton
C4-qst1iqBU_000188,playing synthesizer
0njEeR0pvFM_000393,playing shofar
6-FawtEroEI_000030,playing flute
nJ8fN3aS6N4_000254,people eating noodle
vwTYrDyMkIA_000136,playing badminton
xtyYHMUTOWA_000003,francolin calling
Wm-wWjlAtTw_000148,lathe spinning
IWhioCVTaV4_000005,playing harpsichord
9OaP8whe7lQ_000460,"bee, wasp, etc. buzzing"
QJDTh3wjfQo_000210,people screaming
EuUbnjy90_Q_000030,car engine knocking
HhoNDfMa13w_000035,children shouting
cwiLxs7kvc8_000030,"playing violin, fiddle"
q-WLT_gYzos_000092,slot machine
ZAfktl4Lf74_000090,frog croaking
exdB4WdQShY_000170,goose honking
60NO8PttMSI_000030,"engine accelerating, revving, vroom"
gJMGKy3b0h4_000041,typing on typewriter
TnhGZkGhA3U_000020,people babbling
EgZ-UqyK04A_000032,church bell ringing
rpu0gfLGHBk_000001,blowtorch igniting
JVSxERmQQ9k_000010,ocean burbling
P9vOGIKY5RY_000030,playing drum kit
01xhYGCT8mc_000030,playing bass guitar
ksPPYIAfgy8_000401,playing squash
_LNQ-Fjsiqk_000167,playing didgeridoo
2frCAFeNXOM_000030,playing electric guitar
rrupZQ4ugcY_000026,chimpanzee pant-hooting
aHsLEHTgVmI_000050,playing trombone
BUhvDIhbvwU_000013,dog whimpering
XK4Ws-xvt10_000267,vacuum cleaner cleaning floors
32cl4XGoJsQ_000043,"motorboat, speedboat acceleration"
ZbtTqiGZtIo_000497,arc welding
XpoPYA8DKPA_000130,lions growling
avNi97jpt0s_000003,train wheels squealing
eBFu_HONiy4_000026,child singing
Ez5DwgadO-o_000030,playing harp
c1Y829aOFwU_000190,"race car, auto racing"
phDYaKuzl1Y_000111,"playing steel guitar, slide guitar"
8odG0AhYiK0_000120,playing vibraphone
dvx9bzv3DcI_000205,woodpecker pecking tree
MZlAvW-bebM_000000,playing clarinet
vsVHpMIiKXo_000110,people farting
BLun3ffrIAA_000166,people eating noodle
h7i5ztCYmXU_000040,machine gun shooting
8mhFuAM5D_Q_000045,playing volleyball
CEU-5tpB5xg_000127,playing bass drum
-10VmSN3WzE_000218,playing tabla
aeiXr2U079g_000030,baby crying
lkyBDZK9YTs_000006,"ice cream truck, ice cream van"
mmutLVUoe1I_000140,machine gun shooting
anBdQofPQbY_000216,people marching
kus4Gj_C1VE_000000,people farting
Iwx2gM8sN_M_000426,"railroad car, train wagon"
U7fwhcDeZ_Q_000040,vacuum cleaner cleaning floors
iUGT8QRYgV0_000000,using sewing machines
nfsQq8Q8wBo_000014,"cattle, bovinae cowbell"
mBXoeJWx5q4_000173,playing darts
oGW-Og3ZyWA_000244,playing gong
DiXJA6S7JSs_000254,playing squash
FN1rC23Rrlg_000018,fire truck siren
hOnmHTx_3yw_000001,playing mandolin
gi0F_4rV__o_000080,wind noise
tlt45JGHDqk_000168,rope skipping
SgurCioL1dw_000098,missile launch
wU2-za87IdQ_000036,people marching
OcIAbZ2B5QQ_000067,playing glockenspiel
DkYT-3NTpl4_000318,skiing
Wi4RVTdHH74_000111,playing tympani
9kh3cF9Nx8Y_000033,playing saxophone
Dfl670yFvJc_000048,parrot talking
Hb9RJlHvjXQ_000025,baby laughter
MBP51eLfI_M_000436,pheasant crowing
OoqlJLL-UiY_000044,dog whimpering
hpMea9iDL6Y_000026,machine gun shooting
pmhi-GZ_ag4_000170,playing theremin
hpWQNE1BPl4_000620,swimming
yeqWktx8uLU_000224,playing table tennis
xZu7NMrKuWM_000002,printer printing
EJE9R21AKLc_000264,playing sitar
1HYYnv8Giew_000005,people crowd
HckqMrtU3dg_000133,playing double bass
n0erSyKXPXk_000190,"race car, auto racing"
YMiennbQvK4_000000,slot machine
QGNBwsc06jg_000021,people marching
RSysEonRPj4_000020,splashing water
a-u1atJ0oN0_000047,civil defense siren
ygh7tIWrMeQ_000048,cutting hair with electric trimmers
73jR8wkpTt8_000030,stream burbling
4ZNWYqDU948_000481,"female speech, woman speaking"
3HLiGRBgpLM_000056,strike lighter
EbI1QTv-HE0_000070,"subway, metro, underground"
sMhJ_C8u4SQ_000010,printer printing
cmgBsMl_6NE_000031,elk bugling
Ef4-1jEKNP4_000032,chicken crowing
gAIx-7xu_Tk_000071,cattle mooing
P5wNwc3TV64_000062,playing bassoon
abEzAdnpGus_000014,cupboard opening or closing
3j-Wiq-90_s_000030,playing snare drum
BLIDJ1wPQtk_000246,playing djembe
Pg0dzAGvGoo_000130,playing piano
3ZmdAfuZE0o_000030,people farting
aJknLNnAOJ4_000110,people hiccup
40h0lVIgnRc_000002,people sneezing
0f2wI8Ywpfs_000085,playing bongo
